100002963491232,Minh Hùng,male,100002963491232_271875872921194,đéo ăn thua :S đệt con mợ nhiều chn đau đầu ức chế vai~ shit :( muốn xả xì chét quá
100002963491232,Minh Hùng,male,100002963491232_271042663004515,Bị bong gân :( đau chân qá
100002963491232,Minh Hùng,male,100002963491232_270805649694883,đá bóng về đói qá :( đi làm bát mì tôm :D
100002963491232,Minh Hùng,male,100002963491232_267302953378486,Em à A không biết đâu là sự khởi đầu Có nhiều lúc A cảm thấy dường như mọi thứ A có thể chọn vẹn Cảm giác yêu E nhiều hơn những gì E nói Nhưng có lẽ đó chỉ là 1 thói quen khi A mù quáng đắm chìm vào không gian mà A tưởng tượng ra Nó khiến A mắc kẹt chết ngạt trong đó không thể thở Vì cuộc sống và động lực duy nhất của mình đã không còn Bởi vì : Tình yêu đâu phải tất cả Đúng không E
100002963491232,Minh Hùng,male,100002963491232_267147646727350,vừa ra khỏi nhà bị bọn cơ động bắt :D may quá cả xóm vào xin cho lại ko sao :)) sướng qá :))
100002963491232,Minh Hùng,male,100002963491232_266623623446419,I'm lonely :)
100002963491232,Minh Hùng,male,100002963491232_265356486906466,Nào hay em đã vất hết những kí ức đã qua Chẳng hề suy nghĩ những phút đắm đuối những chiếc hôn nhẹ nhàng Và rồi cơn gió cuốn lấy hết nỗi xót xa vô hình nơi đây khi em bên anh Tìm về nơi đâu khi em cho anh những giấc mơ Tìm về con phố đó nhưng sao nó quá xa vời vợi Chỉ cần em biết anh đã cố níu lấy chút yêu thương kia mong manh Vì ai ???Khi cơn mưa chưa nguôi buông đôi tay em đã bước chân qua đời anh Khi đam mê yêu thương không ăn thua so với giấc mơ xa vời em như đang cố gắng trở lại về từ đâu? Chia đôi 2 cơn đau chẳng thể nào tìm lại nhau So imma go imma go go đành phải bước đi xa nơi đây khi nhìn đằng sau lưng em nhuốm đầy 1 màu của đổi thay Xem như bao lâu nay em đóng phim với mình mà thôi Xem như tương lai mong manh nên em không muốn bên anh nữa Xem như anh luôn tin em vẫn biết em muốn rời xa khỏi nơi này luôn và ngay để kiếm lấy cho mình hạnh phúc riêng
100002963491232,Minh Hùng,male,100002963491232_264688363639945,ĐÁ Bóng Về Mệt Quá Hxhxhx :(
100002963491232,Minh Hùng,male,100002963491232_257986577643457,tay ban nha co len :))
100002963491232,Minh Hùng,male,100002963491232_257811070994341,Đá Bóng Thôi :D
100002963491232,Minh Hùng,male,100002963491232_255812951194153,cha'n vai~ c?A dai :((
100002963491232,Minh Hùng,male,100002963491232_254690974639684,Về 1 Bài hát này không thể hay Là Khi Cảm giác của nó vỡ vụn rồi không còn là 1 dòng chảy Anh không định được phương hướng cho mình trong đêm nay sao ta phải lẩn trốn nhau trong những nỗi nhớ phải vờ như không thấy Tất cả mọi thứ thật gần nhưng sao quá xa Anh chẳng có kế hoạch nào cho ngày mai cả Ngày lại ngày ... rồi 1 ngày nữa lại qua Những công việc quá nhàm chán Anh tập quên em trong những thói quen mà Có trong giấc mơ anh cũng chưa từng nghĩ rằng điều đó sẽ đến Trong đêm cảm giác an ủi mình duy nhất có lẽ chỉ là ngồi nhìn những đốm lửa nhỏ ẩn hiện Chỉ khi mệt mỏi quá ... thiếp đi ... đó mới thực là 1 giấc ngủ bình yên Bên những âm thanh ướt đẫm nặng nề cố nhấc bổng tâm can vỡ vụn cố gắng hàn gắn nó nguyên vẹn cố quên nhưng sao vẫn nghĩ đến
100002963491232,Minh Hùng,male,100002963491232_245873828854732,toi nay 8h da bong tai san nong lam :D Itc vs Doi bong Tu Mai :))
100002963491232,Minh Hùng,male,100002963491232_244908632284585,Mai Thi Mon Cuoi :D Co len :))
100002963491232,Minh Hùng,male,100002963491232_244643498977765,Lạc trong cơn mê một mình tìm lại ngày nào mình còn bên nhau Kỷ niệm hiện về con tìm anh nhói đau Ngày em ra đi một trời muộn phiền và thật nhiều lo âu Anh biết đến nỗi buồn đêm thâu Có khi tình chỉ là cơn mơ Cớ sao lòng mãi ôm đợi chờ Có khi nào chỉ vì ngu ngơ mãi yêu con tim anh dại khờ Trống vắng tiếng nói nụ cười Khuất lấp bóng dáng một người Niềm đau kia biết đến bao giờ nguôi Còn đó những phút chuyện trò Còn đó những lúc hẹn hò Để quên đi dường như quá khó Níu kéo những kỷ niệm đầu Níu kéo dĩ vãng nhạt mầu Dù yêu thương nay đã trôi về đâu Người cất bước quá vội vàng Tiếc nuối cũng đã muộn màng Để anh nơi đây ôm trái ngang bao ngày qua
100002963491232,Minh Hùng,male,100002963491232_240201749421940,Muaaaaaaaaaaaaaa Buonnnnnnnnnnnnnnn
100002963491232,Minh Hùng,male,100002963491232_237689826339799,Đá Bóng thắng 5 - 0 Đập phá tưng bừng :D Về đi chơi mệt quá Trúng gió mẹ r` :D
100002963491232,Minh Hùng,male,100002963491232_236603143115134,Người Yêu ơi A nhớ E Đôi tay A muốn ôm e :((
100002963491232,Minh Hùng,male,100002963491232_236424986466283,Tên : Thiệu Minh Hùng Hộ khẩu: Số nhà 69 Tổ 17 Đồng Quang (thái nguyên) :D Sinh nhật : 28/02/1991 Nick Yahoo: hung_scorpions Biệt Danh: Hùng Thế (đùi ếch) ---> mới có ng`đặt cho :)) Nhưng Người thân nhất: Gia Đình A trai: Gấu (Thắng Lý) A Hươu( @tomy Itc ) Tuấn hội ( chúa Sơn Lâm) Tuấn Thỏ ( @Tuan Le) Hùng (Rùa) Sở thích: Đá Bóng Games ( 2 thứ này Vô Đối) =]] Tính cách: ko sợ trời ko sợ đất chỉ sợ ma ngang như cua bảo thủ Màu yêu thích: Màu Đỏ Đen trắng Đã Yêu thật lòng bao nhiêu người: 1 Đã làm ai tổn thương chưa: Đã từng Đã khóc vì ai chưa: Rồi :D Lần cuối khóc khi nào: chẳng nhớ Đã Bắt cá 2 tay chưa: híhí :D Đã bao giờ nghĩ sẽ thay đổi vì ai đó chưa: đã cố gắng nhưng ko làm đc Muốn trở thành người ntn trong tương lai: Thành Đạt Nhiều Tiền =]] Món ăn yêu thích: Mì Tôm xào :D Nơi đáng nhớ nhất: Thái Nguyên
100002963491232,Minh Hùng,male,100002963491232_234810803294368,co ban nao thip o hai nguyen k ? neu co pm minh nhe
100002963491232,Minh Hùng,male,100002963491232_232687203506728,chan roy` ```````````
100002963491232,Minh Hùng,male,100002963491232_230893480352767,Aoe Vo doi qua ^^!!!
100002963491232,Minh Hùng,male,100002963491232_211164838992298,8 - 4
100002963491232,Minh Hùng,male,100002963491232_207376402704475,ai có clip trận hôm nay gửi e nhá :))
100002963491232,Minh Hùng,male,100002963491232_202270873215028,hôm nay khai mạc số áo mình mặc vẫn là số 22 :))
100002963491232,Minh Hùng,male,100002963491232_201745639934218,Bao nhiêu năm rồi làm gì và được gì... ngày tháng sao vội đi đôi khi không như ý... trôi qua bao nhiêu năm nữa có lẽ ta không ngây ngô... như bây giờ...
100002963491232,Minh Hùng,male,100002963491232_166363840139065,vu`a nam moi da bi uc che roy` cai cam giac that kho ta hx
100002963491232,Minh Hùng,male,100002963491232_334082460033868,trẹo cả cổ chân rồi :-( đau quá
100002963491232,Minh Hùng,male,100002963491232_332017073573740,ae mình là 1 gia đình
100002963491232,Minh Hùng,male,100002963491232_331354243640023,Đau đầu quá :-(
100002963491232,Minh Hùng,male,100002963491232_330542930387821,đội quân nhí nhố Bờm Nilo Kiên Nấm
100002963491232,Minh Hùng,male,100002963491232_330512610390853,thế này thì sáng mai đá kiểu gì đây :-( mai có gì lúc nào đi gọi e dậy nhé :v Bờm Nilo
100002963491232,Minh Hùng,male,100002963491232_330028363772611,i need a girl ^^!
100002963491232,Minh Hùng,male,100002963491232_329866723788775,đầu cứ quay quay thế này :-) mệt
